epoch,acc,loss,val_acc,val_loss
66,0.965742621899059,0.09732338272543406,0.942476455479452,0.1918949122167486
67,0.9641386869118905,0.09948749251749726,0.9473994006849316,0.18234085547099885
68,0.9653416381522669,0.09561106483941982,0.945580051369863,0.18699704537531744
69,0.9694584046193327,0.08347676402368959,0.9482020547945206,0.1864270076342246
70,0.9718242087254063,0.07701163220564278,0.9464362157534246,0.18502994434595466
71,0.9728133019674936,0.0734468576497533,0.9463291952054794,0.18939421215088248
72,0.9730137938408896,0.07083725411197134,0.9472388698630136,0.1896983333217452
73,0.9731340889649273,0.07003524530837528,0.9453660102739726,0.19568831738314196
74,0.9738959580838323,0.06786155766469702,0.9448309075342466,0.19598638659107104
75,0.9735618049615056,0.06803573129206283,0.9436001712328768,0.19832721585726798
76,0.9731207228400343,0.06719435107718175,0.9446168664383562,0.19773112983308885
77,0.9741632805816938,0.06507610227698357,0.9452054794520548,0.19722176942980707
78,0.97401625320787,0.06520694394801466,0.9434931506849316,0.2066925317862339
79,0.974590996578272,0.06436331071803256,0.944777397260274,0.20125456474648074
80,0.9748315868263473,0.06260176893292589,0.9438142123287672,0.20499376649489906
81,0.974029619332763,0.06293259245276585,0.9441352739726028,0.20894176322466068
82,0.9751791060735672,0.06276651320642798,0.9453660102739726,0.2075337308948566
83,0.9746310949529512,0.06174181420172798,0.9438142123287672,0.21004673321922757
84,0.9744840675791274,0.06182079328984098,0.9427975171232876,0.2104363138954895
85,0.9749652480752781,0.06062592773917756,0.9426369863013698,0.21548720268526256
86,0.9744707014542344,0.06101226743682741,0.9452054794520548,0.21110695771305274
87,0.9757404833190761,0.05943646493596499,0.9409246575342466,0.21368027030257508
88,0.9757404833190761,0.058244707887805836,0.9437607020547946,0.21431808204155683
89,0.9756068220701454,0.0590498192067329,0.943011558219178,0.22004602461565312
90,0.9753127673224978,0.05863066374900264,0.9423694349315068,0.21887489913385488
91,0.97553999144568,0.058367061496941715,0.9421553938356164,0.21773717226460576
92,0.9750989093242087,0.05858314875692569,0.94140625,0.22573933605748955
93,0.9761414670658682,0.05710406020816282,0.943279109589041,0.21769568650370896
94,0.9751791060735672,0.05786152827380969,0.9404965753424658,0.2298890807114108
95,0.9750320786997434,0.05794872109663901,0.9459011130136986,0.21534745761293803
96,0.9756335543199316,0.05757794916606687,0.9415667808219178,0.22779174765838273
97,0.9758073139435415,0.05637205822221613,0.9415132705479452,0.21934741429429602
98,0.9757003849443969,0.05718481490289724,0.9409781678082192,0.23404590611837242
99,0.976101368691189,0.05645508767821459,0.9406571061643836,0.2328469847801001
100,0.9756602865697177,0.055891457689771475,0.9396404109589042,0.22878403024834082
101,0.9757805816937554,0.05617124310181173,0.9423694349315068,0.2253016487197721
102,0.9760479041916168,0.05593446123937959,0.9398544520547946,0.2306397200278198
103,0.9753929640718563,0.05716830263620559,0.9407641267123288,0.22017194184774455
104,0.9758340461933276,0.05491388449146611,0.940068493150685,0.2379554426696228
105,0.9751523738237811,0.05582838964744545,0.940871147260274,0.23029643552511778
106,0.9765825491873396,0.05418588438328639,0.9394263698630136,0.23471818157959703
107,0.9755667236954663,0.055348620000032434,0.9427975171232876,0.2329494180767765
108,0.9761414670658682,0.05476475181297054,0.9402825342465754,0.2309530178094538
109,0.9749652480752781,0.05608100496221356,0.9412992294520548,0.23225839663741868
110,0.9754597946963216,0.05536255233877691,0.9406571061643836,0.23425709776467107
111,0.9769701668092386,0.052963129723850096,0.9406571061643836,0.2347314757412963
112,0.9763954234388366,0.05376564117484719,0.9399079623287672,0.2376872869806479
113,0.9756068220701454,0.054944744945178724,0.9410851883561644,0.23705766154596683
114,0.9769835329341318,0.05228371055523082,0.9399614726027398,0.23691567536706604
115,0.9754196963216424,0.05464907315186439,0.94140625,0.24081182917532168
116,0.977036997433704,0.05272499576019373,0.940068493150685,0.24465410359688614
117,0.9760479041916168,0.05368015529232146,0.9392123287671232,0.24120461827340178
118,0.9768231394354149,0.05222157037946801,0.939533390410959,0.23966966397192788
